Rec ID,Total Weight,Total Time,Average Speed,Max Speed,Min Speed,ID,Time,Rate
6,334.0,23.5,14.17,22.0,2.0,21,10.5,16.0
6,334.0,23.5,14.17,22.0,2.0,22,11.0,18.0
6,334.0,23.5,14.17,22.0,2.0,23,11.5,16.0
6,334.0,23.5,14.17,22.0,2.0,24,12.0,16.0
6,334.0,23.5,14.17,22.0,2.0,25,12.5,16.0
6,334.0,23.5,14.17,22.0,2.0,26,13.0,16.0
6,334.0,23.5,14.17,22.0,2.0,27,13.5,18.0
6,334.0,23.5,14.17,22.0,2.0,28,14.0,16.0
6,334.0,23.5,14.17,22.0,2.0,29,14.5,18.0
6,334.0,23.5,14.17,22.0,2.0,30,15.0,22.0
6,334.0,23.5,14.17,22.0,2.0,31,15.5,18.0
6,334.0,23.5,14.17,22.0,2.0,32,16.0,16.0
6,334.0,23.5,14.17,22.0,2.0,33,16.5,16.0
6,334.0,23.5,14.17,22.0,2.0,34,17.0,16.0
6,334.0,23.5,14.17,22.0,2.0,35,17.5,8.0
6,334.0,23.5,14.17,22.0,2.0,36,18.0,14.0
6,334.0,23.5,14.17,22.0,2.0,37,18.5,10.0
6,334.0,23.5,14.17,22.0,2.0,38,19.0,8.0
6,334.0,23.5,14.17,22.0,2.0,39,19.5,8.0
6,334.0,23.5,14.17,22.0,2.0,40,20.0,8.0
6,334.0,23.5,14.17,22.0,2.0,41,20.5,10.0
6,334.0,23.5,14.17,22.0,2.0,42,21.0,8.0
6,334.0,23.5,14.17,22.0,2.0,43,21.5,8.0
6,334.0,23.5,14.17,22.0,2.0,44,22.0,8.0
6,334.0,23.5,14.17,22.0,2.0,45,22.5,8.0
6,334.0,23.5,14.17,22.0,2.0,46,23.0,8.0
6,334.0,23.5,14.17,22.0,2.0,47,23.5,10.0
Rec ID,Total Weight,Total Time,Average Speed,Max Speed,Min Speed,ID,Time,Rate
5,134.0,14.0,9.5,14.0,2.0,0,0.0,0.0
5,134.0,14.0,9.5,14.0,2.0,1,0.5,2.0
5,134.0,14.0,9.5,14.0,2.0,2,1.0,6.0
5,134.0,14.0,9.5,14.0,2.0,3,1.5,8.0
5,134.0,14.0,9.5,14.0,2.0,4,2.0,2.0
5,134.0,14.0,9.5,14.0,2.0,5,2.5,6.0
5,134.0,14.0,9.5,14.0,2.0,6,3.0,8.0
5,134.0,14.0,9.5,14.0,2.0,7,3.5,12.0
5,134.0,14.0,9.5,14.0,2.0,8,4.0,12.0
5,134.0,14.0,9.5,14.0,2.0,9,4.5,10.0
5,134.0,14.0,9.5,14.0,2.0,10,5.0,10.0
5,134.0,14.0,9.5,14.0,2.0,11,5.5,14.0
5,134.0,14.0,9.5,14.0,2.0,12,6.0,14.0
5,134.0,14.0,9.5,14.0,2.0,13,6.5,12.0
5,134.0,14.0,9.5,14.0,2.0,14,7.0,10.0
5,134.0,14.0,9.5,14.0,2.0,15,7.5,8.0
5,134.0,14.0,9.5,14.0,2.0,16,8.0,10.0
5,134.0,14.0,9.5,14.0,2.0,17,8.5,8.0
5,134.0,14.0,9.5,14.0,2.0,18,9.0,10.0
5,134.0,14.0,9.5,14.0,2.0,19,9.5,8.0
5,134.0,14.0,9.5,14.0,2.0,20,10.0,10.0
5,134.0,14.0,9.5,14.0,2.0,21,10.5,10.0
5,134.0,14.0,9.5,14.0,2.0,22,11.0,10.0
5,134.0,14.0,9.5,14.0,2.0,23,11.5,10.0
5,134.0,14.0,9.5,14.0,2.0,24,12.0,12.0
5,134.0,14.0,9.5,14.0,2.0,25,12.5,10.0
5,134.0,14.0,9.5,14.0,2.0,26,13.0,12.0
5,134.0,14.0,9.5,14.0,2.0,27,13.5,12.0
5,134.0,14.0,9.5,14.0,2.0,28,14.0,10.0
Rec ID,Total Weight,Total Time,Average Speed,Max Speed,Min Speed,ID,Time,Rate
4,250.0,27.5,8.945,18.0,4.0,0,0.0,0.0
4,250.0,27.5,8.945,18.0,4.0,1,0.5,8.0
4,250.0,27.5,8.945,18.0,4.0,2,1.0,6.0
4,250.0,27.5,8.945,18.0,4.0,3,1.5,8.0
4,250.0,27.5,8.945,18.0,4.0,4,2.0,12.0
4,250.0,27.5,8.945,18.0,4.0,5,2.5,14.0
4,250.0,27.5,8.945,18.0,4.0,6,3.0,14.0
4,250.0,27.5,8.945,18.0,4.0,7,3.5,12.0
4,250.0,27.5,8.945,18.0,4.0,8,4.0,14.0
4,250.0,27.5,8.945,18.0,4.0,9,4.5,10.0
4,250.0,27.5,8.945,18.0,4.0,10,5.0,10.0
4,250.0,27.5,8.945,18.0,4.0,11,5.5,10.0
4,250.0,27.5,8.945,18.0,4.0,12,6.0,12.0
4,250.0,27.5,8.945,18.0,4.0,13,6.5,14.0
4,250.0,27.5,8.945,18.0,4.0,14,7.0,18.0
4,250.0,27.5,8.945,18.0,4.0,15,7.5,14.0
4,250.0,27.5,8.945,18.0,4.0,16,8.0,14.0
4,250.0,27.5,8.945,18.0,4.0,17,8.5,6.0
4,250.0,27.5,8.945,18.0,4.0,18,9.0,16.0
4,250.0,27.5,8.945,18.0,4.0,19,9.5,12.0
4,250.0,27.5,8.945,18.0,4.0,20,10.0,16.0
4,250.0,27.5,8.945,18.0,4.0,21,10.5,10.0
4,250.0,27.5,8.945,18.0,4.0,22,11.0,12.0
4,250.0,27.5,8.945,18.0,4.0,23,11.5,8.0
4,250.0,27.5,8.945,18.0,4.0,24,12.0,10.0
4,250.0,27.5,8.945,18.0,4.0,25,12.5,10.0
4,250.0,27.5,8.945,18.0,4.0,26,13.0,8.0
4,250.0,27.5,8.945,18.0,4.0,27,13.5,8.0
4,250.0,27.5,8.945,18.0,4.0,28,14.0,6.0
4,250.0,27.5,8.945,18.0,4.0,29,14.5,6.0
4,250.0,27.5,8.945,18.0,4.0,30,15.0,8.0
4,250.0,27.5,8.945,18.0,4.0,31,15.5,6.0
4,250.0,27.5,8.945,18.0,4.0,32,16.0,8.0
4,250.0,27.5,8.945,18.0,4.0,33,16.5,6.0
4,250.0,27.5,8.945,18.0,4.0,34,17.0,6.0
4,250.0,27.5,8.945,18.0,4.0,35,17.5,10.0
4,250.0,27.5,8.945,18.0,4.0,36,18.0,6.0
4,250.0,27.5,8.945,18.0,4.0,37,18.5,10.0
4,250.0,27.5,8.945,18.0,4.0,38,19.0,8.0
4,250.0,27.5,8.945,18.0,4.0,39,19.5,8.0
4,250.0,27.5,8.945,18.0,4.0,40,20.0,8.0
4,250.0,27.5,8.945,18.0,4.0,41,20.5,8.0
4,250.0,27.5,8.945,18.0,4.0,42,21.0,6.0
4,250.0,27.5,8.945,18.0,4.0,43,21.5,6.0
4,250.0,27.5,8.945,18.0,4.0,44,22.0,4.0
4,250.0,27.5,8.945,18.0,4.0,45,22.5,6.0
4,250.0,27.5,8.945,18.0,4.0,46,23.0,4.0
4,250.0,27.5,8.945,18.0,4.0,47,23.5,6.0
4,250.0,27.5,8.945,18.0,4.0,48,24.0,6.0
4,250.0,27.5,8.945,18.0,4.0,49,24.5,4.0
4,250.0,27.5,8.945,18.0,4.0,50,25.0,6.0
4,250.0,27.5,8.945,18.0,4.0,51,25.5,4.0
4,250.0,27.5,8.945,18.0,4.0,52,26.0,8.0
4,250.0,27.5,8.945,18.0,4.0,53,26.5,8.0
4,250.0,27.5,8.945,18.0,4.0,54,27.0,8.0
4,250.0,27.5,8.945,18.0,4.0,55,27.5,6.0
Rec ID,Total Weight,Total Time,Average Speed,Max Speed,Min Speed,ID,Time,Rate
3,315.0,26.0,12.077,22.0,4.0,0,0.0,0.0
3,315.0,26.0,12.077,22.0,4.0,1,0.5,10.0
3,315.0,26.0,12.077,22.0,4.0,2,1.0,8.0
3,315.0,26.0,12.077,22.0,4.0,3,1.5,12.0
3,315.0,26.0,12.077,22.0,4.0,4,2.0,12.0
3,315.0,26.0,12.077,22.0,4.0,5,2.5,14.0
3,315.0,26.0,12.077,22.0,4.0,6,3.0,14.0
3,315.0,26.0,12.077,22.0,4.0,7,3.5,10.0
3,315.0,26.0,12.077,22.0,4.0,8,4.0,12.0
3,315.0,26.0,12.077,22.0,4.0,9,4.5,12.0
3,315.0,26.0,12.077,22.0,4.0,10,5.0,14.0
3,315.0,26.0,12.077,22.0,4.0,11,5.5,16.0
3,315.0,26.0,12.077,22.0,4.0,12,6.0,16.0
3,315.0,26.0,12.077,22.0,4.0,13,6.5,12.0
3,315.0,26.0,12.077,22.0,4.0,14,7.0,12.0
3,315.0,26.0,12.077,22.0,4.0,15,7.5,14.0
3,315.0,26.0,12.077,22.0,4.0,16,8.0,16.0
3,315.0,26.0,12.077,22.0,4.0,17,8.5,10.0
3,315.0,26.0,12.077,22.0,4.0,18,9.0,12.0
3,315.0,26.0,12.077,22.0,4.0,19,9.5,16.0
3,315.0,26.0,12.077,22.0,4.0,20,10.0,12.0
3,315.0,26.0,12.077,22.0,4.0,21,10.5,12.0
3,315.0,26.0,12.077,22.0,4.0,22,11.0,14.0
3,315.0,26.0,12.077,22.0,4.0,23,11.5,12.0
3,315.0,26.0,12.077,22.0,4.0,24,12.0,14.0
3,315.0,26.0,12.077,22.0,4.0,25,12.5,10.0
3,315.0,26.0,12.077,22.0,4.0,26,13.0,10.0
3,315.0,26.0,12.077,22.0,4.0,27,13.5,14.0
3,315.0,26.0,12.077,22.0,4.0,28,14.0,14.0
3,315.0,26.0,12.077,22.0,4.0,29,14.5,10.0
3,315.0,26.0,12.077,22.0,4.0,30,15.0,8.0
3,315.0,26.0,12.077,22.0,4.0,31,15.5,8.0
3,315.0,26.0,12.077,22.0,4.0,32,16.0,10.0
3,315.0,26.0,12.077,22.0,4.0,33,16.5,22.0
3,315.0,26.0,12.077,22.0,4.0,34,17.0,18.0
3,315.0,26.0,12.077,22.0,4.0,35,17.5,16.0
3,315.0,26.0,12.077,22.0,4.0,36,18.0,10.0
3,315.0,26.0,12.077,22.0,4.0,37,18.5,6.0
3,315.0,26.0,12.077,22.0,4.0,38,19.0,6.0
3,315.0,26.0,12.077,22.0,4.0,39,19.5,4.0
3,315.0,26.0,12.077,22.0,4.0,40,20.0,10.0
3,315.0,26.0,12.077,22.0,4.0,41,20.5,22.0
3,315.0,26.0,12.077,22.0,4.0,42,21.0,18.0
3,315.0,26.0,12.077,22.0,4.0,43,21.5,14.0
3,315.0,26.0,12.077,22.0,4.0,44,22.0,10.0
3,315.0,26.0,12.077,22.0,4.0,45,22.5,8.0
3,315.0,26.0,12.077,22.0,4.0,46,23.0,12.0
3,315.0,26.0,12.077,22.0,4.0,47,23.5,16.0
3,315.0,26.0,12.077,22.0,4.0,48,24.0,16.0
3,315.0,26.0,12.077,22.0,4.0,49,24.5,12.0
3,315.0,26.0,12.077,22.0,4.0,50,25.0,10.0
3,315.0,26.0,12.077,22.0,4.0,51,25.5,4.0
3,315.0,26.0,12.077,22.0,4.0,52,26.0,4.0
Rec ID,Total Weight,Total Time,Average Speed,Max Speed,Min Speed,ID,Time,Rate
2,371.0,20.0,18.15,26.0,12.0,0,0.0,0.0
2,371.0,20.0,18.15,26.0,12.0,1,0.5,18.0
2,371.0,20.0,18.15,26.0,12.0,2,1.0,14.0
2,371.0,20.0,18.15,26.0,12.0,3,1.5,14.0
2,371.0,20.0,18.15,26.0,12.0,4,2.0,14.0
2,371.0,20.0,18.15,26.0,12.0,5,2.5,16.0
2,371.0,20.0,18.15,26.0,12.0,6,3.0,16.0
2,371.0,20.0,18.15,26.0,12.0,7,3.5,18.0
2,371.0,20.0,18.15,26.0,12.0,8,4.0,20.0
2,371.0,20.0,18.15,26.0,12.0,9,4.5,20.0
2,371.0,20.0,18.15,26.0,12.0,10,5.0,22.0
2,371.0,20.0,18.15,26.0,12.0,11,5.5,20.0
2,371.0,20.0,18.15,26.0,12.0,12,6.0,22.0
2,371.0,20.0,18.15,26.0,12.0,13,6.5,22.0
2,371.0,20.0,18.15,26.0,12.0,14,7.0,24.0
2,371.0,20.0,18.15,26.0,12.0,15,7.5,22.0
2,371.0,20.0,18.15,26.0,12.0,16,8.0,26.0
2,371.0,20.0,18.15,26.0,12.0,17,8.5,24.0
2,371.0,20.0,18.15,26.0,12.0,18,9.0,20.0
2,371.0,20.0,18.15,26.0,12.0,19,9.5,24.0
2,371.0,20.0,18.15,26.0,12.0,20,10.0,24.0
2,371.0,20.0,18.15,26.0,12.0,21,10.5,24.0
2,371.0,20.0,18.15,26.0,12.0,22,11.0,22.0
2,371.0,20.0,18.15,26.0,12.0,23,11.5,22.0
2,371.0,20.0,18.15,26.0,12.0,24,12.0,22.0
2,371.0,20.0,18.15,26.0,12.0,25,12.5,20.0
2,371.0,20.0,18.15,26.0,12.0,26,13.0,18.0
2,371.0,20.0,18.15,26.0,12.0,27,13.5,18.0
2,371.0,20.0,18.15,26.0,12.0,28,14.0,16.0
2,371.0,20.0,18.15,26.0,12.0,29,14.5,14.0
2,371.0,20.0,18.15,26.0,12.0,30,15.0,14.0
2,371.0,20.0,18.15,26.0,12.0,31,15.5,12.0
2,371.0,20.0,18.15,26.0,12.0,32,16.0,12.0
2,371.0,20.0,18.15,26.0,12.0,33,16.5,12.0
2,371.0,20.0,18.15,26.0,12.0,34,17.0,12.0
2,371.0,20.0,18.15,26.0,12.0,35,17.5,14.0
2,371.0,20.0,18.15,26.0,12.0,36,18.0,14.0
2,371.0,20.0,18.15,26.0,12.0,37,18.5,16.0
2,371.0,20.0,18.15,26.0,12.0,38,19.0,14.0
2,371.0,20.0,18.15,26.0,12.0,39,19.5,14.0
2,371.0,20.0,18.15,26.0,12.0,40,20.0,16.0
Rec ID,Total Weight,Total Time,Average Speed,Max Speed,Min Speed,ID,Time,Rate
1,323.0,20.0,16.1,26.0,2.0,0,0.0,0.0
1,323.0,20.0,16.1,26.0,2.0,1,0.5,22.0
1,323.0,20.0,16.1,26.0,2.0,2,1.0,14.0
1,323.0,20.0,16.1,26.0,2.0,3,1.5,18.0
1,323.0,20.0,16.1,26.0,2.0,4,2.0,16.0
1,323.0,20.0,16.1,26.0,2.0,5,2.5,18.0
1,323.0,20.0,16.1,26.0,2.0,6,3.0,20.0
1,323.0,20.0,16.1,26.0,2.0,7,3.5,22.0
1,323.0,20.0,16.1,26.0,2.0,8,4.0,20.0
1,323.0,20.0,16.1,26.0,2.0,9,4.5,24.0
1,323.0,20.0,16.1,26.0,2.0,10,5.0,20.0
1,323.0,20.0,16.1,26.0,2.0,11,5.5,24.0
1,323.0,20.0,16.1,26.0,2.0,12,6.0,22.0
1,323.0,20.0,16.1,26.0,2.0,13,6.5,24.0
1,323.0,20.0,16.1,26.0,2.0,14,7.0,24.0
1,323.0,20.0,16.1,26.0,2.0,15,7.5,26.0
1,323.0,20.0,16.1,26.0,2.0,16,8.0,26.0
1,323.0,20.0,16.1,26.0,2.0,17,8.5,24.0
1,323.0,20.0,16.1,26.0,2.0,18,9.0,26.0
1,323.0,20.0,16.1,26.0,2.0,19,9.5,26.0
1,323.0,20.0,16.1,26.0,2.0,20,10.0,24.0
1,323.0,20.0,16.1,26.0,2.0,21,10.5,26.0
1,323.0,20.0,16.1,26.0,2.0,22,11.0,24.0
1,323.0,20.0,16.1,26.0,2.0,23,11.5,20.0
1,323.0,20.0,16.1,26.0,2.0,24,12.0,20.0
1,323.0,20.0,16.1,26.0,2.0,25,12.5,14.0
1,323.0,20.0,16.1,26.0,2.0,26,13.0,10.0
1,323.0,20.0,16.1,26.0,2.0,27,13.5,10.0
1,323.0,20.0,16.1,26.0,2.0,28,14.0,8.0
1,323.0,20.0,16.1,26.0,2.0,29,14.5,8.0
1,323.0,20.0,16.1,26.0,2.0,30,15.0,8.0
1,323.0,20.0,16.1,26.0,2.0,31,15.5,8.0
1,323.0,20.0,16.1,26.0,2.0,32,16.0,8.0
1,323.0,20.0,16.1,26.0,2.0,33,16.5,8.0
1,323.0,20.0,16.1,26.0,2.0,34,17.0,8.0
1,323.0,20.0,16.1,26.0,2.0,35,17.5,6.0
1,323.0,20.0,16.1,26.0,2.0,36,18.0,4.0
1,323.0,20.0,16.1,26.0,2.0,37,18.5,4.0
1,323.0,20.0,16.1,26.0,2.0,38,19.0,4.0
1,323.0,20.0,16.1,26.0,2.0,39,19.5,4.0
1,323.0,20.0,16.1,26.0,2.0,40,20.0,2.0
